candidate_id,name,party,state,incumbent_challenge_full,candidate_election_year,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,percent_vote,win,num_terms
H0MI14222,"UKRAINEC, DONALD WILLIAM",REP,MI,Challenger,2010,17649.0,17649.0,0.0,0.0,0.19871343319289198,0.0,0
H0MI15062,"STEELE, ROBERT L",REP,MI,Challenger,2010,1133250.2,1133250.2,0.0,36198.46,0.40078921217998265,0.0,0
H0MN05103,"TORGERSON, LYNNE",IND,MN,Challenger,2010,60793.83,59638.64,1155.19,0.0,0.037350998007480686,0.0,1
H0MN05111,"DEMOS, JOEL ALEXANDER",REP,MN,Challenger,2010,95234.82,89730.92,5666.79,0.0,0.24129583668332927,0.0,0
H0MN05129,"SCHRUNK, TOM",OTH,MN,Challenger,2010,0.0,0.0,0.0,0.0,0.03301639458873702,0.0,0
H0MN05137,"CAVLAN, MICHAEL J",OTH,MN,Challenger,2010,3903.0,1403.0,2500.0,0.0,0.010784073828084035,0.0,0
H0MI15070,"FURMAN, MATTHEW",TX,MI,Challenger,2010,0.0,0.0,0.0,0.0,0.013096809599382982,0.0,0
H0MI15120,"MORGAN, KERRY LEE",TX,MI,Challenger,2010,0.0,0.0,0.0,0.0,0.0094523040291106,0.0,0
H0MN06127,"CLARK, TARRYL LYNN",DFL,MN,Challenger,2010,4719969.51,4692865.08,27104.43,0.0,0.3979242058539766,0.0,1
H0MN07034,"MENZE, GLEN R",IDP,MN,Challenger,2010,13965.0,13965.0,0.0,0.0,0.03251388445314542,0.0,2
H0MN07059,"BYBERG, VIDAR",REP,MN,Challenger,2010,402707.42,385260.79,17446.63,74112.07,0.3759980422817372,0.0,2
H0MN08115,"CRAVAACK, CHIP",REP,MN,Challenger,2010,659647.96,630727.85,28920.11,0.0,0.48177247808402596,0.0,1
H0MN07067,"WALDORF, EUGENE",IND,MN,Challenger,2010,62351.2,61017.5,1333.7,60063.2,0.0386441971488654,0.0,0
H0FL10071,"ROKICKI, MARTIN",NNE,FL,Challenger,2010,0.0,0.0,0.0,0.0,0.030771585019394414,0.0,0
H0MN08123,"OLSON, TIMOTHY L",IDP,MN,Challenger,2010,3537.62,2778.4,0.0,0.0,0.04286111281538611,0.0,0
H0MN08149,"BURTON, RICHARD (GEORGE)",CON,MN,Challenger,2010,0.0,0.0,0.0,0.0,0.008993759947452188,0.0,0
H0MO03112,"MARTIN, EDWARD R JR",REP,MO,Challenger,2010,1539979.83,1514662.69,25317.14,0.0,0.46658788192136297,0.0,1
H0MO00019,"CARNAHAN, RUSS",DEM,MO,Incumbent,2010,2127172.91,2276619.37,16207.51,0.0,0.4894403821060147,0.0,5
H0MO03161,"IVANOVICH, NICHOLAS J (NICK)",CON,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.015535366964571485,0.0,0
H0MO03179,"HEDRICK, STEVEN R",LIB,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.028421596868306375,0.0,1
H0MO04086,"HARTZLER, VICKY",REP,MO,Challenger,2010,1478529.54,1456175.72,22353.82,157136.84,0.5042700483435234,1.0,5
H0MO04094,"STOUFFER, BILL",REP,MO,Challenger,2010,506674.02,503276.52,3397.5,101438.53,0.03669916683248384,0.0,0
H0MO04102,"COWAN, GREGORY ALLEN",CON,MO,Challenger,2010,1369.0,2320.0,0.0,0.0,0.017382340395279396,0.0,1
H0MO01066,"CLAY, WILLIAM LACY JR",DEM,MO,Incumbent,2010,693369.67,635943.99,243378.23,0.0,0.7355110699808961,1.0,10
H0MO01132,"HAMLIN, ROBYN LYNN",REP,MO,Challenger,2010,24076.0,24158.0,0.0,0.0,0.2362227309380395,0.0,1
H0MO01173,"STONE, JULIE",LIB,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.028266199081064407,0.0,0
H0MO02148,"AKIN, W TODD",REP,MO,Incumbent,2010,767798.19,825667.58,532124.24,0.0,0.6794399771111914,1.0,6
H0MO02213,"LIEBER, ARTHUR HENRY",DEM,MO,Challenger,2010,50503.89,49234.37,1270.24,0.0,0.29163278520660163,0.0,2
H0MO02239,"MOSBACHER, STEVE",LIB,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.0289008854354897,0.0,0
H0MO04193,"BRAUN, JASON MICHAEL",LIB,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.02720656192236599,0.0,0
H0MO05174,"LAY, DAVE",CON,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.7355110699808961,1.0,0
H0MO06149,"HYLTON, CLINT",DEM,MO,Challenger,2010,9461.0,9440.6,19.65,0.0,0.3053552759652475,0.0,0
H0MO07113,"LONG, BILLY",REP,MO,Open seat,2010,1302006.7,1272603.67,29403.03,0.0,0.6339494045344399,1.0,5
H0MO06073,"GRAVES, SAMUEL B JR 'SAM'",REP,MO,Incumbent,2010,1057244.64,1071725.74,29962.08,21226.41,0.6944329283680017,1.0,10
H0MS04120,"PALAZZO, STEVEN MCCARTY",REP,MS,Challenger,2010,1111452.84,1058475.79,52977.05,21824.87,0.5192788026590096,1.0,5
H0MS04138,"HAMPTON, KENNETH 'TIM'",LIB,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.008560162057978996,0.0,0
H0MS04146,"REVIES, ANNA JEWEL",REF,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.0038695275931243363,0.0,0
H0MO07170,"WARDELL, MICHAEL",REP,MO,Open seat,2010,0.0,0.0,703.0,0.0,0.02720656192236599,0.0,0
H0MO07188,"ECKERSLEY, SCOTT",DEM,MO,Open seat,2010,231882.79,231882.79,0.0,0.0,0.30366720466122077,0.0,0
H0MT00033,"REHBERG, DENNIS R",REP,MT,Incumbent,2010,1384401.63,1400364.06,553159.76,0.0,0.6041388573601116,1.0,6
H0MT00041,"MCDONALD, DENNIS DEE",DEM,MT,Challenger,2010,333295.13,333295.13,0.0,92902.07,0.33844053271762026,0.0,0
H0NC00012,"KENNEDY, WILLIAM B JR",DEM,NC,Challenger,2010,332360.55,322139.88,10220.67,4800.0,0.3411459676398468,0.0,0
H0MO08251,"SOWERS, TOMMY",DEM,MO,Challenger,2010,1588389.38,1572930.34,15459.04,0.0,0.28763922264909514,0.0,0
H0MO08269,"BILL, LAWRENCE DAVID",IND,MO,Challenger,2010,15629.9,15629.9,0.0,0.0,0.6339494045344399,1.0,0
H0MO08277,"VANDEVEN, RICK",LIB,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.020051122709809743,0.0,2
H0MO09135,"DWYER, CHRISTOPHER WILLAIM",LIB,MO,Challenger,2010,0.0,0.0,0.0,0.0,0.2225586856691925,0.0,0
H0NC01069,"WOOLARD, ASHLEY MCMULLAN",REP,NC,Challenger,2010,134393.61,134386.95,5.45,6700.0,0.40690510504648,0.0,0
H0NC01077,"CARTER, JOHN",REP,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.43674227493699314,0.0,0
H0NC01085,"MILLER, JIM",REP,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.45656000099390814,0.0,0
H0NC02059,"ELLMERS, RENEE JACISIN",REP,NC,Challenger,2010,1139876.39,908108.3,231768.09,40226.9,0.4946726105788991,0.0,3
H0NC02075,"ROSE, TOM",LIB,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.018469337211630677,0.0,0
H0NC03099,"ROUSE, JOHNNY GERALD",DEM,NC,Challenger,2010,10588.14,11071.39,-546.94,0.0,0.2574810339983141,0.0,0
H0NC03107,"HOLLOMAN, DARRYL ALAN",LIB,NC,Challenger,2010,355.05,237.56,117.49,0.0,0.023893148155581422,0.0,1
H0MS01068,"GREEN, LESTER L",IND,MS,Challenger,2010,45296.36,45296.36,0.0,0.0,0.009219829022378624,0.0,0
H0MS01084,"GIARAMITA, ELIZABETH GAIL",CST,MS,Challenger,2010,12730.0,12913.0,183.0,0.0,0.00563687566467208,0.0,0
H0MS01092,"BADDLEY, A.G.",IND,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.008589959514909195,0.0,0
H0MS01100,"HOSKINS, RICK ' RICO'",IND,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.002181721917176724,0.0,0
H0MS02066,"MARCY, WILLIAM LOUIS",REP,MS,Challenger,2010,47933.5,40847.68,10920.0,0.0,0.3764035108195803,0.0,1
H0MS02074,"NORWOOD, ASHLEY",REF,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.008928779850136558,0.0,0
H0MS03049,"O'HARA, SHAWN",DEM,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.008145196080445366,0.0,1
H0MS03064,"HILL, TRACELLA LOU O'HARA",REF,MS,Challenger,2010,0.0,0.0,0.0,0.0,0.008145196080445366,0.0,0
H0NC06134,"TURNER, GREGORY SCOTT 'SAM'",DEM,NC,Challenger,2010,3775.0,3722.0,0.0,0.0,0.24791705774479084,0.0,0
H0NC07108,"PANTANO, ILARIO GREGORY",REP,NC,Challenger,2010,1235292.8,1224846.07,10446.73,37838.03,0.4631886379160091,0.0,1
H0NC13015,"RANDALL, WILLIAM ALFRED MR. II",REP,NC,Challenger,2010,213448.58,211054.73,2393.85,42621.5,0.44501964608368944,0.0,1
H0ND00135,"BERG, RICHARD A",REP,ND,Challenger,2010,2120919.86,2094846.76,26073.1,154250.0,0.5492079341976103,1.0,1
H0NC08197,"JOHNSON, HAROLD NELSON",REP,NC,Challenger,2010,1079623.14,1066423.85,13199.29,540000.0,0.43674227493699314,0.0,0
H0NE01062,"HARPER, IVY",DEM,NE,Challenger,2010,22089.0,21443.8,10.0,0.0,0.2872719954627783,0.0,0
H0NC08221,"HILL, THOMAS",LIB,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.030446363516919293,0.0,1
H0NC09138,"DOCTOR, JEFFREY JAMES",DEM,NC,Challenger,2010,111805.56,111410.06,413.5,0.0,0.3103283530229326,0.0,0
H0NE02144,"WHITE, THOMAS M.",DEM,NE,Challenger,2010,1051102.95,1022346.03,28756.4,78000.0,0.39193654990085924,0.0,0
H0NC10177,"GREGORY, JEFFREY DALE",DEM,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.4631886379160091,0.0,3
H0NE03175,"DAVIS, REBEKAH ELIZABETH",DEM,NE,Challenger,2010,54169.86,54493.36,0.0,0.0,0.17897311098222346,0.0,0
H0NE03209,"HILL, DANIEL NATHAN",OTH,NE,Challenger,2010,55063.03,36443.3,18619.73,44550.5,0.11980172563276191,0.0,0
H0NC11118,"MILLER, JEFFERY LANE",REP,NC,Challenger,2010,810053.95,797644.54,12409.41,15000.0,0.45656000099390814,0.0,0
H0NC11126,"HOWARD, JAMES J",REP,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.7520829422552091,1.0,0
H0NH01217,"GUINTA, FRANK",REP,NH,Challenger,2010,1559292.28,1558944.46,347.82,335500.0,0.5403910733640127,1.0,3
H0NH01266,"HODSON, PHILIP",LIB,NH,Challenger,2010,0.0,0.0,0.0,0.0,0.035384943408965724,0.0,0
H0NH02017,"BASS, CHARLES F.",REP,NH,Open seat,2010,1242837.59,1249004.97,31676.03,0.0,0.4834351895950824,0.0,9
H0NC12066,"JOHNSON, PAUL ALLEN",REP,NC,Challenger,2010,334.03,319.02,0.0,0.0,0.43674227493699314,0.0,0
H0NC12074,"CECIL, LON VERNON",LIB,NC,Challenger,2010,13041.25,12995.54,45.71,8500.0,0.019733715209836612,0.0,1
H0NC12108,"DORITY, GREG",REP,NC,Challenger,2010,0.0,0.0,0.0,0.0,0.4631886379160091,0.0,0
H0NH02181,"KUSTER, ANN MCLANE",DEM,NH,Open seat,2010,2506614.88,2486894.0,19720.88,0.0,0.4676337447643804,0.0,5
H0NJ01066,"ANDREWS, ROBERT E. MR.",DEM,NJ,Incumbent,2010,1455171.76,1293841.45,431008.49,0.0,0.6319361490963766,1.0,12
H0NJ01181,"PETRUTZ, NICKY I.",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.0030962696191172362,0.0,0
H0NJ01199,"HEACOCK, MARK",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.009467096935227941,0.0,0
H0NH02231,"VANBLOMMESTEYN, TIMOTHY",IND,NH,Open seat,2010,24890.0,21094.96,-19.4,0.0,0.027583536229819773,0.0,0
H0NJ00019,"AGOSTA, MICHAEL",REP,NJ,Challenger,2010,197090.11,196395.06,695.05,170500.0,0.3784314010434075,0.0,0
H0NJ02122,"VALDES-MUNOZ, VITOV",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.004350167544279559,0.0,0
H0NJ02130,"LOVETT, MARK",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.006719722355193873,0.0,0
H0NJ06164,"LITTLE, ANNA C",REP,NJ,Challenger,2010,486064.57,478485.23,7579.34,5498.0,0.4370715345244618,0.0,2
H0NJ06198,"FREUDENHEIM, JACK",IND,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.008679557937218533,0.0,2
H0NJ03153,"RUNYAN, JON",REP,NJ,Challenger,2010,1623453.23,1618072.69,5380.54,338529.06,0.5002746142917448,1.0,2
H0NJ03179,"DESTEFANO, PETER M",OTH,NJ,Challenger,2010,6722.0,6572.0,74.0,557.0,0.01490633610065862,0.0,0
H0NJ03187,"CONGER, RUSS",LIB,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.006558969447457889,0.0,0
H0NJ03195,"DONAHUE, LAWRENCE J.",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.005051995152263412,0.0,0
H0NJ07212,"POTOSNAK, EDWARD III",DEM,NJ,Challenger,2010,349518.17,345163.16,4355.01,7204.56,0.4062581221113534,0.0,1
H0NJ04086,"KLEINHENDLER, HOWARD",DEM,NJ,Challenger,2010,128155.45,127662.65,492.8,22500.0,0.2787983181589618,0.0,1
H0NJ04094,"SIANO, JOSEPH A",LIB,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.0155773571986434,0.0,0
H0FL11160,"PRENDERGAST, MIKE",REP,FL,Challenger,2010,510417.15,501047.01,9370.14,5720.0,0.4036501354925071,0.0,0
H0NJ04102,"MEISWINKLE, DAVID R.",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.0031133316928607345,0.0,0
H0NJ05125,"THEISE, TOD",DEM,NJ,Challenger,2010,25724.0,22939.7,467.0,0.0,0.3279387202672349,0.0,0
H0NJ05141,"RADIGAN, JAMES DOUGLAS",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.0017592267779447414,0.0,0
H0NJ05158,"QUICK, MARK D.",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.008618116894336442,0.0,1
H0NJ08111,"GIANGRASSO, RAYMOND",IND,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.012088550223783355,0.0,0
H0NJ09168,"ALESSANDRINI, PATRICIA",GRE,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.014386816444567161,0.0,1
H0NJ10026,"PAYNE, DONALD M",DEM,NJ,Incumbent,2010,617758.8,530169.62,1176798.9,0.0,0.8518194088150379,1.0,14
H0NJ10158,"ALONSO, MICHAEL J",REP,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.12832843211741465,0.0,0
H0NM01163,"BARELA, JON",REP,NM,Challenger,2010,1443934.3,1421034.49,22899.81,0.0,0.4819747947739623,0.0,0
H0NJ10174,"TOUSSAINT, ROBERT LOUIS",OTH,NJ,Challenger,2010,15748.0,9142.0,6456.0,0.0,0.010198700358429347,0.0,1
H0NJ10182,"MILLER, JOANNE",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.00965345870911805,0.0,3
H0NJ11099,"HERBERT, RALEIGH DOUGLAS",DEM,NJ,Challenger,2010,42841.38,42258.04,583.34,0.0,0.3051265126512651,0.0,0
H0NM03045,"MULLINS, THOMAS E",REP,NM,Challenger,2010,385258.88,346077.68,39181.2,0.0,0.4301473904065697,0.0,0
H0NJ11123,"GAWRON, JIM",LIB,NJ,Challenger,2010,438.0,216.0,222.0,0.0,0.022986798679867988,0.0,1
H0NJ12162,"SIPPRELLE, SCOTT",REP,NJ,Challenger,2010,2105553.1,2103571.17,1981.93,482750.0,0.45898569621866453,0.0,0
H0NV01177,"HANSEN, JONATHAN J.",IAP,NV,Challenger,2010,0.0,0.0,0.0,0.0,0.017026900948530554,0.0,0
H0NV01185,"KLAPPROTH, EDWARD GEORGE JR.",LIB,NV,Challenger,2010,0.0,0.0,0.0,0.0,0.012667009557073311,0.0,0
H0NJ12170,"CODY, KENNETH J.",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.010558720012548897,0.0,2
H0NJ13152,"DWYER, HENRIETTA",REP,NJ,Challenger,2010,17526.0,4873.0,17.0,7835.0,0.23041181187791876,0.0,0
H0NJ13160,"NACER, MAXIMO GOMEZ",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.010731638284824756,0.0,0
H0NJ13178,"ZANOWIC, ANTHONY",OTH,NJ,Challenger,2010,0.0,0.0,0.0,0.0,0.017783857729138167,0.0,1
H0NY01129,"ALTSCHULER, RANDOLPH MR.",REP,NY,Challenger,2010,5722691.41,5713404.51,9286.9,500000.0,0.09615013341121842,0.0,1
H0NV02167,"BEST, RUSSELL",IAP,NV,Challenger,2010,0.0,0.0,0.0,0.0,0.04045078966635289,0.0,2
H0NV02191,"PRICE, NANCY",DEM,NV,Challenger,2010,7446.09,8929.38,-1483.29,1218.75,0.3265535583546252,0.0,1
H0NV03025,"GUEDRY, JOHN",REP,NV,Challenger,2010,105118.03,105118.03,0.0,0.0,0.4812561129486251,0.0,0
H0NY02085,"ISRAEL, STEVE",DEM,NY,Incumbent,2010,2547656.5,3941247.68,319051.55,0.0,0.5421170267637114,1.0,8
H0NY02168,"TOLDA, ANTHONY E",NPA,NY,Challenger,2010,177.0,108.0,68.0,0.0,0.007198120236116683,0.0,1
H0NV03058,"HECK, JOE",REP,NV,Challenger,2010,1563855.63,1409242.19,154613.44,203150.95,0.4812561129486251,0.0,3
H0NV03082,"NARTER, SCOTT DAVID",IAP,NV,Challenger,2010,0.0,0.0,0.0,0.0,0.0048194300305367446,0.0,0
H0NY03042,"KUDLER, HOWARD ",DEM,NY,Challenger,2010,83541.2,2618.92,-95.0,0.0,0.27639851858231773,0.0,0
H0NY02184,"GOMEZ, JOHN B MR.",REP,NY,Challenger,2010,404965.44,404111.05,854.39,5100.0,0.3354060404607714,0.0,0
H0NY10054,"MUNIZ, DIANA",REP,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.06189101708489055,0.0,0
H0NY11037,"JOHNSON, ERNEST",CRV,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.015458155365723439,0.0,5
H0NY12167,"GAFFNEY, ALICE",CRV,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.051663919403363574,0.0,0
H0NY04099,"BECKER, FRANCIS X JR",REP,NY,Challenger,2010,307509.6,303148.81,4360.79,94448.07,0.016680567139282735,0.0,3
H0NY04107,"MALONEY, DANIEL P",REP,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.7132262544773095,1.0,0
H0NY05062,"MILANO, JAMES",DEM,NY,Challenger,2010,148624.0,147757.4,866.6,91000.0,0.30482278418206177,0.0,0
H0NY13074,"GRIMM, MICHAEL",REP,NY,Challenger,2010,1278331.66,1249138.91,29192.75,95128.77,0.07002419612557637,0.0,3
H0NY13090,"VENDITTELLI, TOM",LIB,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.0070686165598892155,0.0,0
H0NY06045,"TAUB, ASHER E",REP,NY,Challenger,2010,77395.24,68042.63,5473.46,5623.24,0.09013829510723921,0.0,0
H0NY07068,"REYNOLDS, KENNETH ",UNK,NY,Challenger,2010,8029.0,8029.0,0.0,0.0,0.1403578609996836,0.0,0
H0NY07076,"GRONOWICZ, ANTHONY",GRE,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.010594971981504732,0.0,1
H0NY08082,"KONE, SUSAN",REP,NY,Challenger,2010,43509.82,43509.82,0.0,0.0,0.017341363553791764,0.0,0
H0NY14197,"LAVERGHETTA, DINO",REP,NY,Challenger,2010,103343.71,101861.2,1482.51,20887.0,0.010745542626643895,0.0,0
H0NY14205,"BRUMBERG, DAVID RYAN",REP,NY,Challenger,2010,242401.11,215659.68,26741.43,20000.0,0.21308337929705412,0.0,0
H0NY14213,"BLANK, ROGER",REP,NY,Challenger,2010,14962.0,14275.83,0.0,12721.0,0.029543530669729267,0.0,0
H0NY14221,"HEALY, TIMOTHY J",REP,NY,Challenger,2010,120829.0,120874.72,-45.72,6255.23,0.01256637050524651,0.0,0
H0NY09072,"TURNER, ROBERT L",REP,NY,Challenger,2010,378863.0,378494.83,368.17,103500.0,0.04573474020729001,0.0,1
H0NY15129,"JOHNSON, JOYCE STANLEY",DEM,NY,Challenger,2010,53924.0,52875.47,1048.53,16236.0,0.015458155365723439,0.0,1
H0NY15145,"CALERO, ROGER",SWP,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.020834973159328116,0.0,0
H0NY16101,"JOHNSON, DAVID M",DEM,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.015458155365723439,0.0,0
H0NY16119,"DELLA VALLE, FRANK",REP,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.007021822310053399,0.0,1
H0NY17125,"MELE, ANTHONY",REP,NY,Challenger,2010,132898.15,132883.47,14.68,95987.0,0.21413682561131636,0.0,0
H0NY17133,"KLEINHANDLER, YORK JAY",REP,NY,Challenger,2010,47667.34,47588.0,79.34,5610.61,0.04068973448528672,0.0,0
H0FL12101,"ROSS, DENNIS ALAN",REP,FL,Open seat,2010,1179682.32,1156468.58,23213.74,20000.0,0.48143252238316225,0.0,4
H0NY20079,"MURPHY, SCOTT M",DEM,NY,Incumbent,2010,5616128.28,5571745.22,44383.06,0.0,0.4374550594849,0.0,0
H0NY20095,"GIBSON, CHRIS P",REP,NY,Challenger,2010,1765218.83,1734218.64,31000.19,50000.0,0.07911573408288665,0.0,3
H0NY21077,"DANZ, THEODORE J JR",REP,NY,Challenger,2010,43939.0,41622.39,2356.61,0.0,0.3060302931241146,0.0,0
H0NY23057,"DOHENY, MATT",REP,NY,Challenger,2010,3448912.04,3440808.05,8104.99,2265000.0,0.40351761547312476,0.0,2
H0NY18065,"SERRANO, JOSE E",DEM,NY,Incumbent,2010,373374.06,385796.23,14181.71,2500.0,0.8639504407910412,1.0,15
H0NY26050,"FEDELE, PHILIP A.",DEM,NY,Challenger,2010,0.0,0.0,0.0,0.0,0.2448875601430356,0.0,0
H0NY27066,"ROBERTO, LEONARD A",REP,NY,Challenger,2010,149995.77,149734.89,260.88,53690.0,0.30605108379432433,0.0,0
H0NY28122,"ROWLAND, JILL ANN",REP,NY,Challenger,2010,26595.0,20298.0,0.0,0.0,0.27151825295290233,0.0,0
H0NY29054,"REED, THOMAS W II",REP,NY,Open seat,2010,1161565.24,1127262.46,34302.78,75680.93,0.02684812867305908,0.0,5
H0NY29062,"ZELLER, MATTHEW",DEM,NY,Open seat,2010,457737.9,456755.46,982.44,0.0,0.40971234147850294,0.0,0
H0NY23081,"OWENS, WILLIAM",DEM,NY,Incumbent,2010,2989590.37,2973345.29,16245.08,43499.83,0.45056161306229797,0.0,2
H0NY23107,"HOFFMAN, DOUGLAS L. MR.",REP,NY,Challenger,2010,2305267.37,2304874.15,493.22,112185.14,0.057569448249410994,0.0,0
H0NY25078,"BUERKLE, ANN MARIE",REP,NY,Challenger,2010,837440.41,773776.6,63663.81,15000.0,0.377435497859591,0.0,1
H0OH01065,"STEVENSON, RICHARD L",GRE,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.009924671741482151,0.0,4
H0OH02048,"YALAMANCHILI, SURYA",DEM,OH,Challenger,2010,253348.39,253031.06,317.33,0.0,0.3465744497466838,0.0,0
H0OH02105,"JOHNSTON, MARC",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.06835964598793332,0.0,0
H0OH03079,"ROBERTS, JOSEPH MICHAEL",DEM,OH,Challenger,2010,7332.0,6170.0,396.0,0.0,0.31887595723032436,0.0,0
H0OH05041,"FINKENBINER, CALEB",DEM,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.264729842422139,0.0,0
H0OH05058,"WALLIS, ROBERT",REP,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.31887595723032436,0.0,1
H0OH05066,"SMITH, BRIAN L.",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.057029785059748477,0.0,0
H0OH06189,"JOHNSON, BILL",REP,OH,Challenger,2010,700674.9,668669.61,32005.29,55050.0,0.5018606348048158,1.0,5
H0OH06197,"CADLE, RICHARD E",CST,OH,Challenger,2010,15039.0,15039.0,0.0,0.0,0.024696582755685273,0.0,0
H0OH06213,"ELSASS, MARTIN J.",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.02191414325671896,0.0,0
H0OH04069,"LITT, DOUGLAS ALAN",DEM,OH,Challenger,2010,8230.0,8227.0,0.0,0.0,0.2473833651539629,0.0,1
H0OH04077,"KISSICK, DONALD CHARLES",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.0377343711754051,0.0,1
H0OH09092,"IOTT, RICHARD BRADLEY",REP,OH,Challenger,2010,1976643.83,1976612.88,30.95,0.0,0.40646164040498534,0.0,0
H0OH09100,"SMITH, JACKIE LEE",REP,OH,Challenger,2010,17250.0,17314.0,0.0,3395.0,0.057029785059748477,0.0,0
H0OH10082,"CORRIGAN, PETER J",REP,OH,Challenger,2010,420570.85,411808.2,0.0,0.0,0.4387308533916849,0.0,0
H0OH10108,"GOGGINS, JEFF",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.030749740872970173,0.0,0
H0OH07104,"ANDERSON, JOHN DAVID",LIB,OH,Challenger,2010,157968.5,157424.15,867.4,3000.0,0.042970414038559314,0.0,4
H0OH07138,"EASTON, DAVID W.",CON,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.012876008300009619,0.0,0
H0OH08029,"BOEHNER, JOHN A",REP,OH,Incumbent,2010,9796947.05,9876910.77,126341.62,0.0,0.656427638477529,1.0,13
H0OH08102,"COUSSOULE, JUSTIN",DEM,OH,Challenger,2010,248140.62,247030.18,1110.44,0.0,0.3029995033021211,0.0,0
H0OH08128,"CONDIT, JAMES J., JR",CON,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.017021100461745067,0.0,1
H0OH12062,"TIBERI, PATRICK J.",REP,OH,Incumbent,2010,3041995.49,2799961.73,698272.2,0.0,0.5578534809421205,1.0,9
H0OH12120,"BROOKS, PAULA L",DEM,OH,Challenger,2010,1448659.65,1442422.41,6237.24,0.0,0.4097889887807415,0.0,0
H0OH12153,"IRVINE, TRAVIS M",LIB,OH,Challenger,2010,8179.0,8179.0,0.0,0.0,0.032357530277137975,0.0,0
H0OH08136,"HARLOW, DAVID A.",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.02355175775860483,0.0,4
H0OH14076,"JELENIC, JOHN M.",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.03631126415870747,0.0,0
H0OH13136,"GANLEY, THOMAS D",REP,OH,Challenger,2010,8326077.27,8317960.45,8116.82,1741412.0,0.44267801269391527,0.0,0
H0OH15099,"ADAMS, JOHN",REP,OH,Challenger,2010,1065.0,1089.0,0.0,0.0,0.06835964598793332,0.0,4
H0FL12119,"EDWARDS, LORI",DEM,FL,Open seat,2010,657352.61,655719.53,1632.42,0.0,0.4114236159939999,0.0,0
H0OH15123,"KAMMERER, WILLIAM J.",LIB,OH,Challenger,2010,0.0,0.0,0.0,0.0,0.027724890750512248,0.0,0
H0OH16089,"BLEVINS, JEFFREY J",LIB,OH,Challenger,2010,3038.0,2935.0,4.0,0.0,0.06625419625051672,0.0,1
